X_REF,Y_REF,elevation,yield,ECs,ECd
874445.246,6549594.78,124.877049,8.97398647,9.14877509,9.75763446
874455.246,6549594.78,124.788337,9.61640025,9.44986069,9.44022675
874465.246,6549594.78,124.725564,10.7213813,9.68414488,9.64403896
874475.246,6549594.78,124.748125,11.4365001,10.4032681,8.16853845
874485.246,6549594.78,124.7173,10.9854317,10.8996426,11.8420884
874495.246,6549594.78,124.681566,10.3986917,9.96062679,10.736187
874505.246,6549594.78,124.701442,9.87266671,9.78724493,10.0222738
874515.246,6549594.78,124.696752,9.50245323,9.4860282,9.45071122
874525.246,6549594.78,124.680896,9.4828035,8.75653256,8.86924789
874535.246,6549594.78,124.652089,9.05719981,8.20825208,8.41200624
874545.246,6549594.78,124.621723,9.01788655,8.36126725,8.38236421
874555.246,6549594.78,124.679109,9.52300071,8.68224382,8.49153683
874565.246,6549594.78,124.730925,8.57481999,8.25302665,8.56333742
874575.246,6549594.78,124.734499,7.25521122,7.95785905,8.10855762
874585.246,6549594.78,124.731818,5.06872851,8.01528224,7.69245517
874595.246,6549594.78,124.753262,4.31716959,7.61949428,7.36714316
874605.246,6549594.78,124.790571,4.19045785,7.42720789,7.24259813
874615.246,6549594.78,124.818723,4.83876731,7.56286434,7.24107735
874625.246,6549594.78,124.861852,5.98957226,7.77341827,7.33039938
874635.246,6549594.78,124.870791,6.73003268,7.9437861,7.51747267
874645.246,6549594.78,124.87839,7.50447868,7.96621919,7.82504901
874655.246,6549594.78,124.908117,6.13217807,7.66082745,7.98200793
874665.246,6549594.78,124.980549,4.62932005,7.32717471,7.754009
874675.246,6549594.78,125.067094,3.89724542,7.0239097,7.46861818
874685.246,6549594.78,125.141362,3.44860568,6.44980566,7.05170901
874695.246,6549594.78,125.213414,3.26098729,6.61513364,6.93568623
874705.246,6549594.78,125.333399,3.17148521,6.94908503,6.87299524
874715.246,6549594.78,125.410882,3.10235034,6.31015348,6.69084384
874725.246,6549594.78,125.494214,2.53803459,5.5446306,6.53335112
874735.246,6549594.78,125.605366,1.91830119,5.34846712,6.29697903
874745.246,6549594.78,125.766132,1.96252125,5.47104697,5.85156999
874755.246,6549594.78,125.960892,2.00928714,5.22398228,5.72538617
874765.246,6549594.78,126.232865,2.00338851,5.07516989,5.79914214
874775.246,6549594.78,126.519079,2.29343341,5.21902185,5.83503346
874785.246,6549594.78,126.719599,2.27604662,4.73840225,5.63287517
874795.246,6549594.78,126.814625,1.9494553,4.29460679,4.88989094
874805.246,6549594.78,126.880399,1.82699036,4.39967203,4.72109139
874815.246,6549594.78,126.878822,1.78330788,4.42530853,4.82982386
874825.246,6549594.78,126.811472,1.70657767,5.0430951,5.19891526
874835.246,6549594.78,126.71307,1.66279513,5.65737498,6.01448063
874845.246,6549594.78,126.643063,1.70384932,5.86006092,6.44161961
874855.246,6549594.78,126.605029,1.7224023,6.18273049,7.24172907
874865.246,6549594.78,126.55125,1.86197919,6.71524289,8.76932643
874875.246,6549594.78,126.482413,2.16389535,6.92577528,6.98587323
874885.246,6549594.78,126.47679,2.3657616,7.23557622,9.06997946
874895.246,6549594.78,126.49006,2.05496743,7.74610394,9.2431247
874905.246,6549594.78,126.541801,2.29015614,7.69207055,8.81169662
874915.246,6549594.78,126.56835,3.20002941,7.59302452,10.6458485
874925.246,6549594.78,126.618981,3.98489116,6.99496077,12.0538004
874935.246,6549594.78,126.676376,3.77511181,6.26939589,10.6017597
874945.246,6549594.78,126.76418,3.72177238,5.80285478,8.27484343
874955.246,6549594.78,126.722526,3.69640232,5.46164486,6.64164717
874965.246,6549594.78,126.550575,3.77775531,5.19704399,6.4398806
874975.246,6549594.78,126.366151,3.87412566,5.10898115,6.16982207
874985.246,6549594.78,126.148165,3.89568683,5.15919211,5.88254799
874995.246,6549594.78,125.93912,3.99107253,5.40605705,5.76214615
875005.246,6549594.78,125.725987,4.16576528,5.92659589,5.89314611
875015.246,6549594.78,125.502504,4.36164814,6.30863923,6.10409587
875025.246,6549594.78,125.365867,4.29177328,7.72359555,9.66064098
875035.246,6549594.78,125.20782,3.91360913,9.13953949,11.4073741
875045.246,6549594.78,125.208267,3.33209088,9.19325442,9.40903126
875055.246,6549594.78,125.255716,2.86784249,7.58740776,7.8900305
875065.246,6549594.78,125.284144,2.9263327,7.29114064,7.07027941
875075.246,6549594.78,125.379303,3.47522769,6.46207194,7.07947675
875085.246,6549594.78,125.519084,3.69547833,6.13358863,6.89681699
875095.246,6549594.78,125.644595,3.91634962,5.92327793,6.62254674
875105.246,6549594.78,125.759179,4.02949074,5.44931548,6.44703284
875115.246,6549594.78,125.873366,3.96255889,5.75109344,6.34787429
875125.246,6549594.78,126.032955,3.9411005,5.30187218,6.05775943
875135.246,6549594.78,126.103018,3.61571636,5.35633515,5.85162851
875145.246,6549594.78,126.144795,3.35030035,5.21568275,5.63039725
875155.246,6549594.78,126.259382,3.18550235,5.25736526,5.53139476
875165.246,6549594.78,126.338724,3.10815717,5.46792936,5.5707517
875175.246,6549594.78,126.382789,3.06706169,5.64923422,5.79525802
875185.246,6549594.78,126.341871,2.9067918,5.42772458,5.88025425
875195.246,6549594.78,126.266124,3.3098405,5.3905639,5.97001834
875205.246,6549594.78,126.16973,3.54961803,5.66326171,6.18069052
875215.246,6549594.78,125.991421,3.65676911,6.09208264,6.41840728
875225.246,6549594.78,125.880546,3.70380252,5.9950852,6.7808333
875235.246,6549594.78,125.831633,3.93680704,7.32307264,7.25412302
875245.246,6549594.78,125.77959,4.23430836,8.26739942,7.78244067
875255.246,6549594.78,125.790132,3.90786035,8.32830538,7.94005339
875265.246,6549594.78,125.786992,3.66192879,7.31436337,7.39792829
875275.246,6549594.78,125.815705,3.445021,6.11784555,6.66280122
875285.246,6549594.78,125.805386,3.34477692,5.51719732,6.13346596
875295.246,6549594.78,125.761646,3.2970232,5.32668983,5.8259379
875305.246,6549594.78,125.739218,3.02572278,5.14960493,5.87707977
875315.246,6549594.78,125.654908,2.57806728,5.31726993,6.03894906
875325.246,6549594.78,125.542837,2.31187758,5.75903543,6.33538129
875335.246,6549594.78,125.39274,2.4719072,6.19263077,6.61658913
875345.246,6549594.78,125.35579,2.81251753,6.59010973,6.74917314
874295.246,6549584.78,126.578476,3.32410345,7.12550072,7.25129447
874305.246,6549584.78,126.572175,3.32693014,6.12151736,6.63998696
874315.246,6549584.78,126.528077,3.35050138,6.65634144,6.40302157
874325.246,6549584.78,126.480163,3.37538705,6.01851168,6.03605106
874335.246,6549584.78,126.398078,3.70728573,5.71949206,6.06181948
874345.246,6549584.78,126.226798,3.67362899,5.53853486,5.81674019
874355.246,6549584.78,126.036997,3.43992614,5.30139503,5.90695222
874365.246,6549584.78,125.820192,3.48497197,6.04094224,6.40654421
874375.246,6549584.78,125.652666,4.20182939,6.57477265,7.14926819
874385.246,6549584.78,125.534994,6.01345826,7.04191394,7.99566884
874395.246,6549584.78,125.413121,8.11074722,8.19693251,9.41938689
874405.246,6549584.78,125.258626,9.40263529,8.98000106,9.79595945
874415.246,6549584.78,125.157471,9.50929746,9.41910431,9.54063457
874425.246,6549584.78,125.042939,9.35087573,8.96286562,9.53005034
874435.246,6549584.78,124.913482,9.33770029,8.93101455,9.88827785
874445.246,6549584.78,124.822969,9.34975369,9.02708949,9.51138974
874455.246,6549584.78,124.711046,10.2698252,9.57418104,9.32566242
874465.246,6549584.78,124.64807,11.3802569,9.93039246,9.40799632
874475.246,6549584.78,124.675983,11.6866831,10.1188498,9.55027548
874485.246,6549584.78,124.629314,11.3401554,10.2082886,10.8953926
874495.246,6549584.78,124.628644,10.8853734,9.9419184,10.4749846
874505.246,6549584.78,124.674866,10.3235738,9.92681816,10.0699929
874515.246,6549584.78,124.677099,9.77179329,9.39567991,9.40517434
874525.246,6549584.78,124.665487,9.79840875,8.71312056,8.58571693
874535.246,6549584.78,124.665264,9.36847191,8.77204535,8.17834658
874545.246,6549584.78,124.666827,9.38281665,8.99572982,8.42025405
874555.246,6549584.78,124.720874,9.19969195,8.93878791,8.55640393
874565.246,6549584.78,124.749018,9.077783,8.35683695,8.53282081
874575.246,6549584.78,124.731372,8.13698729,8.0507882,8.2978795
874585.246,6549584.78,124.731148,7.13955179,8.4558626,7.92648751
874595.246,6549584.78,124.754156,6.36452753,8.06150287,7.60822577
874605.246,6549584.78,124.795486,5.25316105,7.49765271,7.4417795
874615.246,6549584.78,124.822969,4.98832409,7.66695856,7.420007
874625.246,6549584.78,124.868109,5.09367717,7.96502435,7.37178592
874635.246,6549584.78,124.886436,4.51949382,8.02193769,7.28618435
874645.246,6549584.78,124.902976,4.92906838,8.07901533,7.71155613
874655.246,6549584.78,124.953944,4.42632647,7.75354377,7.70384843
874665.246,6549584.78,125.015208,3.60430873,7.41007085,7.47302597
874675.246,6549584.78,125.081856,3.45419695,7.10230941,7.26573891
874685.246,6549584.78,125.140914,3.56580559,6.53903761,7.07926437
874695.246,6549584.78,125.215205,3.25978095,6.65600863,7.2085657
874705.246,6549584.78,125.326682,2.93210326,6.80651335,6.97882106
874715.246,6549584.78,125.40685,2.74584813,6.93582494,7.02194328
874725.246,6549584.78,125.491525,2.27349888,6.51508332,6.99691963
874735.246,6549584.78,125.603349,2.057188,5.99238802,6.30138846
874745.246,6549584.78,125.770842,2.02682393,6.06351703,5.83824361
874755.246,6549584.78,125.967401,1.94200317,5.46596126,5.77870726
874765.246,6549584.78,126.268596,1.99730745,4.90953877,5.75742312
874775.246,6549584.78,126.5688,2.14105779,4.37921726,5.63034095
874785.246,6549584.78,126.740087,2.153512,3.98620639,5.2392586
874795.246,6549584.78,126.874993,1.8297512,3.63038971,4.8083789
874805.246,6549584.78,126.926586,1.80024002,4.26311452,4.75435005
874815.246,6549584.78,126.932896,1.73813031,4.40491076,4.9701499
874825.246,6549584.78,126.875668,1.66599076,4.86681637,5.2644675
874835.246,6549584.78,126.762829,1.67338747,5.20234768,5.43331802
874845.246,6549584.78,126.68493,1.73281976,5.34451072,5.41449708
874855.246,6549584.78,126.639462,1.71508047,6.20217477,5.77246962
874865.246,6549584.78,126.57105,1.75494936,6.98915736,6.43846398
874875.246,6549584.78,126.524028,1.88372274,7.33186561,6.77229483
874885.246,6549584.78,126.520878,2.13960236,7.63833769,6.64264349
874895.246,6549584.78,126.542026,2.03649461,7.79490254,6.61057077
874905.246,6549584.78,126.586126,2.33462201,7.12272232,7.60982366
874915.246,6549584.78,126.626858,3.37147387,6.78035866,8.37339988
874925.246,6549584.78,126.718473,4.08858932,6.49842604,7.43493621
874935.246,6549584.78,126.781069,3.60420061,6.18545149,7.33949471
874945.246,6549584.78,126.819806,3.49407962,6.10269209,6.23101973
874955.246,6549584.78,126.785348,3.54362424,6.0953123,5.7983883
874965.246,6549584.78,126.621682,3.71311074,5.27674801,6.44799997
874975.246,6549584.78,126.384588,3.93976076,5.20630296,6.92806117
874985.246,6549584.78,126.140527,4.01123831,5.14790585,6.67720843
874995.246,6549584.78,125.90366,4.31872405,5.48402873,6.33607822
875005.246,6549584.78,125.620833,4.37156033,6.75998046,7.50282788
875015.246,6549584.78,125.423201,4.33204623,7.73805218,9.28035685
875025.246,6549584.78,125.302502,4.14407664,8.1857104,11.7167565
875035.246,6549584.78,125.180518,3.79119017,9.04199648,15.3878771
875045.246,6549584.78,125.207596,3.34681785,8.87750013,13.9509834
875055.246,6549584.78,125.307203,2.99061784,8.5521268,15.1572657
875065.246,6549584.78,125.387142,3.13450103,7.42965928,11.8773117
875075.246,6549584.78,125.514827,3.39637946,6.48220027,10.3120179
875085.246,6549584.78,125.700871,3.21484775,6.37491017,8.12454722
875095.246,6549584.78,125.879873,3.51633762,5.91167967,6.64629795
875105.246,6549584.78,126.006238,3.53216148,5.05465702,5.58078808
875115.246,6549584.78,126.120986,3.65651314,5.68226545,5.79699686
875125.246,6549584.78,126.286576,3.64588816,5.08446595,5.8328749
875135.246,6549584.78,126.350864,3.44698522,5.28451053,5.84279922
875145.246,6549584.78,126.401901,3.35898888,5.47509704,5.66343161
875155.246,6549584.78,126.480388,3.29139011,5.29731453,5.42495715
875165.246,6549584.78,126.549,3.25225955,5.23166718,5.49940552
875175.246,6549584.78,126.55755,3.2479694,5.51510119,5.77246962
875185.246,6549584.78,126.452949,3.24316596,5.38980928,5.85315013
875195.246,6549584.78,126.351988,3.42044274,5.11547367,5.9354331
875205.246,6549584.78,126.209496,3.62389712,5.32541158,6.19176386
875215.246,6549584.78,126.035425,3.8076797,5.88384229,6.53276314
875225.246,6549584.78,125.924082,4.06039395,6.87966528,7.00476057
875235.246,6549584.78,125.862371,4.19792351,8.19693251,7.43441578
875245.246,6549584.78,125.805386,4.30126859,7.88056814,7.8083994
875255.246,6549584.78,125.774431,4.12299566,7.50875745,7.93878309
875265.246,6549584.78,125.735406,3.72408059,7.13077554,7.41318373
875275.246,6549584.78,125.752675,3.43047934,6.29357958,6.75687159
875285.246,6549584.78,125.750432,3.36419935,5.92843342,6.25311663
875295.246,6549584.78,125.738994,3.27035977,5.6106131,5.96930198
875305.246,6549584.78,125.701544,3.02064384,5.27664247,5.91043835
875315.246,6549584.78,125.614557,2.73242638,5.50116562,5.99658416
875325.246,6549584.78,125.534098,2.5168044,5.92037623,6.30038032
875335.246,6549584.78,125.390053,2.40300491,5.89214436,6.4492897
875345.246,6549584.78,125.375048,2.85667968,6.3881199,6.50948276
874285.246,6549574.78,126.56205,3.31169453,7.77940611,7.7952923
874295.246,6549574.78,126.544951,3.3222757,7.61812289,7.66726525
874305.246,6549574.78,126.531002,3.32436939,6.70631755,6.97456528
874315.246,6549574.78,126.499958,3.36271943,6.63368197,6.29924635
874325.246,6549574.78,126.486461,3.40522154,5.97467677,5.95624352
874335.246,6549574.78,126.42911,3.82596223,5.06989446,5.67431584
874345.246,6549574.78,126.278934,3.81019359,4.80530252,5.50347659
874355.246,6549574.78,126.075619,3.63249594,5.37280436,5.83048391
874365.246,6549574.78,125.858557,3.60549835,6.07820851,6.37389027
874375.246,6549574.78,125.679122,4.01208076,6.38422434,6.9126288
874385.246,6549574.78,125.525807,6.61275262,6.90005926,7.57156664
874395.246,6549574.78,125.371913,9.01148613,7.58884951,8.96627216
874405.246,6549574.78,125.229976,9.34461274,9.02754086,10.9667723
874415.246,6549574.78,125.139348,8.65182257,9.7303513,10.3339026
874425.246,6549574.78,125.014314,8.86499167,9.19343829,9.54015755
874435.246,6549574.78,124.898059,9.45818023,9.08105159,9.17130878
874445.246,6549574.78,124.808445,10.07241,8.96510662,9.25394549
874455.246,6549574.78,124.736732,11.1595987,9.84397901,9.57753259
874465.246,6549574.78,124.671293,11.6655494,10.4676547,10.4213856
874475.246,6549574.78,124.67241,11.9021612,10.6138526,10.7354355
874485.246,6549574.78,124.626412,12.1262194,10.55532,11.7065674
874495.246,6549574.78,124.598281,12.0762414,10.2648968,11.0269249
874505.246,6549574.78,124.620383,11.1569207,9.92036783,10.2946053
874515.246,6549574.78,124.62083,10.2567908,9.53557937,9.74856408
874525.246,6549574.78,124.573502,10.1448887,9.11653684,9.30563378
874535.246,6549574.78,124.538681,10.2415195,9.81508021,8.9904239
874545.246,6549574.78,124.589128,10.3998356,10.2187064,8.99878889
874555.246,6549574.78,124.685139,9.98955453,9.03341067,8.90257001
874565.246,6549574.78,124.739636,8.97506341,8.26921845,8.73030233
874575.246,6549574.78,124.754603,7.80558888,8.05892361,8.55948479
874585.246,6549574.78,124.774262,6.80297489,7.9396564,8.22830467
874595.246,6549574.78,124.808445,5.95142091,7.77878378,7.85114986
874605.246,6549574.78,124.852019,5.84911285,7.41273895,7.66258964
874615.246,6549574.78,124.874591,6.65687397,7.6357411,7.64896236
874625.246,6549574.78,124.909905,6.43453772,8.02827753,7.71618445
874635.246,6549574.78,124.952155,6.7416183,7.98504167,7.78189592
874645.246,6549574.78,124.94053,6.27880704,7.89673987,7.91642726
874655.246,6549574.78,124.989493,5.51449456,7.72985419,7.82450128
874665.246,6549574.78,125.054792,4.32646149,7.47810935,7.54051136
874675.246,6549574.78,125.10512,3.30266593,7.29157812,7.36544891
874685.246,6549574.78,125.151878,2.9934004,6.89233552,7.15127026
874695.246,6549574.78,125.232886,2.91899681,7.02847672,7.11062397
874705.246,6549574.78,125.34437,2.96325996,7.46495946,7.24940937
874715.246,6549574.78,125.418945,2.90844915,6.90385534,7.08733933
874725.246,6549574.78,125.520653,2.53681663,6.24062289,6.96752452
874735.246,6549574.78,125.633162,2.08886321,6.3284162,6.50161105
874745.246,6549574.78,125.784973,1.82257439,6.29219515,6.05854699
874755.246,6549574.78,125.951464,1.73074162,5.6628653,5.9707945
874765.246,6549574.78,126.21399,1.87185515,5.36410747,5.80111419
874775.246,6549574.78,126.507606,2.0836059,5.80854437,5.77911178
874785.246,6549574.78,126.680202,1.96006963,5.14775141,5.40757095
874795.246,6549574.78,126.81395,1.65978819,4.36160453,5.10346642
874805.246,6549574.78,126.913969,1.7236084,4.55265236,5.00601405
874815.246,6549574.78,126.94574,1.69281022,4.59247916,5.27664247
874825.246,6549574.78,126.890537,1.67191554,4.9497645,5.60085912
874835.246,6549574.78,126.77634,1.69431749,5.52829804,5.68289053
874845.246,6549574.78,126.682679,1.77047877,5.6087619,5.78321641
874855.246,6549574.78,126.618531,1.8270269,5.98993164,5.96804856
874865.246,6549574.78,126.55395,1.83233297,6.77581734,6.32070024
874875.246,6549574.78,126.528977,1.81804182,6.92182872,6.56104573
874885.246,6549574.78,126.534377,1.84181224,6.86818583,6.61639064
874895.246,6549574.78,126.5562,2.00527258,6.60647349,7.14962566
874905.246,6549574.78,126.596927,2.50297494,6.84877634,7.30544529
874915.246,6549574.78,126.666696,3.44202513,6.24680417,6.45910007
874925.246,6549574.78,126.768684,4.0825835,5.73266203,5.33676679
874935.246,6549574.78,126.822283,3.741176,5.75304914,5.28223868
874945.246,6549574.78,126.834671,3.45395517,5.95267084,5.44305236
874955.246,6549574.78,126.801788,3.49331101,5.87220381,5.50133065
874965.246,6549574.78,126.657468,3.6915632,5.75419987,5.91463625
874975.246,6549574.78,126.411795,3.95349501,5.45815052,6.27315865
874985.246,6549574.78,126.140078,4.12608906,5.22231087,6.65081897
874995.246,6549574.78,125.879649,4.53012712,5.53620916,6.25174109
875005.246,6549574.78,125.571971,3.95215105,6.53093423,6.96696714
875015.246,6549574.78,125.361612,3.65092295,7.80605723,8.31316165
875025.246,6549574.78,125.213638,3.52189783,9.02393056,10.1634708
875035.246,6549574.78,125.124135,3.93417027,9.75763446,14.3267726
875045.246,6549574.78,125.170001,3.91392223,8.92021456,15.0923803
875055.246,6549574.78,125.229752,3.50471779,8.10693607,16.4457979
875065.246,6549574.78,125.339892,3.55494645,6.65767284,8.87048967
875075.246,6549574.78,125.529168,3.48584332,5.97939863,8.58228333
875085.246,6549574.78,125.783627,3.32237537,6.0370169,7.69160904
875095.246,6549574.78,126.009605,3.57115831,5.56429337,6.23376198
875105.246,6549574.78,126.153781,3.68654609,4.81391172,4.51267453
875115.246,6549574.78,126.316245,3.68057872,5.14204058,4.82190944
875125.246,6549574.78,126.510305,3.5902434,4.92808266,5.54075072
875135.246,6549574.78,126.580501,3.48615706,5.14204058,6.5546846
875145.246,6549574.78,126.677276,3.4393414,5.38151536,6.35816618
875155.246,6549574.78,126.7572,3.40603889,5.30935309,5.88796243
875165.246,6549574.78,126.765757,3.35774628,5.29191403,5.24738575
875175.246,6549574.78,126.709693,3.26924804,5.32743562,6.09512944
875185.246,6549574.78,126.5508,3.31248943,5.274374,5.84700755
875195.246,6549574.78,126.434058,3.46187379,5.13125362,5.9178902
875205.246,6549574.78,126.250393,3.75403026,5.25310852,6.19120663
875215.246,6549574.78,126.07023,3.96596815,6.03985497,6.69445787
875225.246,6549574.78,125.962238,4.34128332,7.07735323,7.09655887
875235.246,6549574.78,125.878751,4.84617629,7.86254228,7.57497461
875245.246,6549574.78,125.844197,4.74978807,7.3402287,8.09834727
875255.246,6549574.78,125.823781,4.55497481,6.82832908,7.83757911
875265.246,6549574.78,125.769945,4.06063758,6.73252326,7.19905667
875275.246,6549574.78,125.749535,3.67921716,6.17790984,6.71927324
875285.246,6549574.78,125.729575,3.47178892,5.64228994,6.32816307
875295.246,6549574.78,125.688763,3.25060132,5.52028782,5.98388486
875305.246,6549574.78,125.621954,2.91243645,5.56306936,5.91108854
875315.246,6549574.78,125.51886,2.75801164,5.64816097,6.07413748
875325.246,6549574.78,125.425216,2.74656214,6.4865448,6.3255058
875335.246,6549574.78,125.301606,2.83394575,6.06928011,6.39093129
874285.246,6549564.78,126.524253,3.376231,8.28080346,8.09357065
874295.246,6549564.78,126.51413,3.33962993,8.08160103,7.85790475
874305.246,6549564.78,126.488936,3.34136698,7.62650744,7.17024626
874315.246,6549564.78,126.460146,3.38451291,6.82716837,6.58866007
874325.246,6549564.78,126.466443,3.42215339,5.97384038,5.98687756
874335.246,6549564.78,126.414268,3.80714666,5.10331332,5.47290744
874345.246,6549564.78,126.284328,3.70169195,4.96592706,5.97055567
874355.246,6549564.78,126.116269,3.44057979,5.37957836,6.04088183
874365.246,6549564.78,125.911739,3.09395436,5.78952355,6.21266531
874375.246,6549564.78,125.731818,3.82588572,6.44316578,6.96028206
874385.246,6549564.78,125.563903,6.34984244,8.20808792,8.25517272
874395.246,6549564.78,125.383558,8.56290927,8.4618684,9.79713504
874405.246,6549564.78,125.254373,8.66411688,9.48564876,10.7771699
874415.246,6549564.78,125.124583,9.02736031,10.0182657,10.1135894
874425.246,6549564.78,124.971159,9.34835134,9.35517812,9.50948765
874435.246,6549564.78,124.845985,10.0954013,9.1326874,9.04127315
874445.246,6549564.78,124.75773,10.6937558,9.35321374,9.16874117
874455.246,6549564.78,124.677323,11.1863021,9.75061149,9.72188957
874465.246,6549564.78,124.667274,11.6963871,10.3688902,10.1433671
874475.246,6549564.78,124.700326,11.8667456,10.6305295,10.7243837
874485.246,6549564.78,124.666827,12.1704393,10.7424158,11.8828953
874495.246,6549564.78,124.645614,12.4038883,10.4239912,11.1680832
874505.246,6549564.78,124.639585,11.3676318,9.93436541,10.3464141
874515.246,6549564.78,124.642488,10.6891585,9.8914426,10.0069515
874525.246,6549564.78,124.616588,10.733074,10.2286233,9.88827785
874535.246,6549564.78,124.540243,11.1735569,10.8443044,9.73706756
874545.246,6549564.78,124.55743,10.8277253,10.950882,9.51881151
874555.246,6549564.78,124.612792,10.6396757,9.53147996,9.31187065
874565.246,6549564.78,124.656332,10.4312906,8.88798176,9.36509987
874575.246,6549564.78,124.670623,9.32650177,8.56804855,9.10041485
874585.246,6549564.78,124.686256,8.01223702,8.4006577,8.7242805
874595.246,6549564.78,124.755496,7.03783082,8.04290229,8.22748188
874605.246,6549564.78,124.823416,6.69526125,7.53478275,7.69637932
874615.246,6549564.78,124.88286,6.78598869,7.49233127,7.69999747
874625.246,6549564.78,124.953944,6.68790051,7.89587128,7.80582305
874635.246,6549564.78,124.978761,7.02854701,7.87001525,8.01359921
874645.246,6549564.78,124.984127,6.69860972,7.69491715,8.01688546
874655.246,6549564.78,125.038913,5.90718851,7.67969628,7.76246548
874665.246,6549564.78,125.108252,4.82287392,7.57739899,7.59629023
874675.246,6549564.78,125.157471,4.47094591,7.5632425,7.53953116
874685.246,6549564.78,125.209162,3.80383588,7.33626605,7.54036056
874695.246,6549564.78,125.296009,3.12626812,7.1312034,7.35374715
874705.246,6549564.78,125.411106,2.9505748,7.26864579,7.29690292
874715.246,6549564.78,125.484804,3.48455379,6.73360055,7.3202172
874725.246,6549564.78,125.587884,3.33455754,6.72774486,7.25673498
874735.246,6549564.78,125.718811,2.68574995,6.75869619,7.22191389
874745.246,6549564.78,125.842402,2.20108407,6.15127883,6.50473257
874755.246,6549564.78,125.964483,1.81109204,5.82990089,6.12506887
874765.246,6549564.78,126.230168,1.92915098,5.2963611,5.84309136
874775.246,6549564.78,126.502432,2.12079284,5.43445913,5.65449045
874785.246,6549564.78,126.612005,1.80279818,5.4996805,4.96309729
874795.246,6549564.78,126.726353,1.57340176,4.9772623,4.24312489
874805.246,6549564.78,126.84233,1.61676946,4.92010563,4.79133942
874815.246,6549564.78,126.835122,1.60039424,4.43603074,5.18214985
874825.246,6549564.78,126.765081,1.62165949,4.74195738,5.44163736
874835.246,6549564.78,126.698887,1.70238464,5.34413661,5.8122049
874845.246,6549564.78,126.616506,1.9215843,5.9178902,5.88649062
874855.246,6549564.78,126.561375,2.15252162,6.15078675,5.96250086
874865.246,6549564.78,126.496134,2.17493766,6.24911591,6.07662838
874875.246,6549564.78,126.470942,2.21907402,6.41680288,6.2789954
874885.246,6549564.78,126.45115,2.17417656,6.86022335,6.54106502
874895.246,6549564.78,126.507606,2.24474067,7.12386204,6.90309595
874905.246,6549564.78,126.596477,3.12133252,7.19006348,7.05728206
874915.246,6549564.78,126.690782,3.78198877,6.57181467,6.67166864
874925.246,6549564.78,126.816202,3.90563351,5.91836365,5.87954866
874935.246,6549564.78,126.901802,3.88514381,5.58815959,5.35590666
874945.246,6549564.78,126.926586,3.71611958,5.4035168,5.27627312
874955.246,6549564.78,126.869136,3.68923825,5.22419124,5.34274732
874965.246,6549564.78,126.68673,3.79874215,5.5848077,5.45907849
874975.246,6549564.78,126.411795,4.01456902,5.48688116,5.68050422
874985.246,6549564.78,126.095606,4.22031597,6.09915355,6.1667996
874995.246,6549564.78,125.774431,4.52985532,6.88964803,6.78436025
875005.246,6549564.78,125.494886,3.86495485,8.14423243,7.68545822
875015.246,6549564.78,125.326682,4.0430526,8.86419386,8.45806141
875025.246,6549564.78,125.18298,4.21306327,10.0269854,9.71907063
875035.246,6549564.78,125.144494,4.66720317,10.9032401,12.4943932
875045.246,6549564.78,125.203791,4.29314687,10.7243837,13.9744407
875055.246,6549564.78,125.258626,3.61170514,9.51015334,13.165108
875065.246,6549564.78,125.345042,3.72937254,8.32347637,11.2734454
875075.246,6549564.78,125.548439,3.73131232,6.28226133,7.74277383
875085.246,6549564.78,125.780262,3.74540592,5.16151427,5.81685653
875095.246,6549564.78,126.004891,3.78002264,4.86272996,5.09790668
875105.246,6549564.78,126.23309,3.74840344,4.6286257,4.68586251
875115.246,6549564.78,126.452049,3.69418514,4.80328472,4.87880347
875125.246,6549564.78,126.630909,3.64344623,5.25121774,5.16321785
875135.246,6549564.78,126.719599,3.62563701,5.30176615,6.33246769
875145.246,6549564.78,126.861702,3.60059821,5.39309807,7.33516569
875155.246,6549564.78,126.938754,3.5318436,5.53388444,8.49111226
875165.246,6549564.78,126.912166,3.55249438,5.52934852,9.30693666
875175.246,6549564.78,126.808544,3.49817009,5.49869065,7.17749187
875185.246,6549564.78,126.641262,3.39098351,5.27379385,5.49638168
875195.246,6549564.78,126.515479,3.42540598,5.24953762,5.09408468
875205.246,6549564.78,126.304107,3.58999209,5.27548174,6.17537741
875215.246,6549564.78,126.108633,3.86824146,5.41644665,7.97729993
875225.246,6549564.78,126.005564,4.08581002,6.92217482,7.12307846
875235.246,6549564.78,125.910617,4.22525663,7.20633139,7.83240802
875245.246,6549564.78,125.87718,4.35040959,7.15534765,8.27037622
875255.246,6549564.78,125.854742,4.40482266,6.7791383,7.87812554
875265.246,6549564.78,125.809648,4.09702049,6.2882952,6.82512052
875275.246,6549564.78,125.786543,3.87842832,5.86293306,6.49738638
875285.246,6549564.78,125.742582,3.65559913,5.50920318,6.45761465
875295.246,6549564.78,125.700871,3.29801245,5.50243103,6.06285008
875305.246,6549564.78,125.614333,2.92387561,5.61914771,6.003124
875315.246,6549564.78,125.458593,2.85074396,5.36196225,6.04607923
875325.246,6549564.78,125.351983,2.82441143,5.94850543,6.60138846
875335.246,6549564.78,125.241167,2.97579134,6.42277328,6.3575304
874285.246,6549554.78,126.507381,3.41384766,9.1572874,8.61995617
874295.246,6549554.78,126.486461,3.41890389,8.38303483,7.92157461
