X_REF,Y_REF,elevation,yield,ECs,ECd
874405.246,6549954.78,127.079627,3.51559927,5.5527872,6.32398786
874415.246,6549954.78,127.061817,3.63951343,5.63710142,6.20720057
874425.246,6549954.78,127.018535,3.72281462,5.58693033,6.02471394
874435.246,6549954.78,126.960162,3.74941565,5.23417898,5.78564587
874445.246,6549954.78,126.837599,3.82274977,5.19616057,5.91576014
874455.246,6549954.78,126.682904,4.10904236,6.15786422,6.35206527
874465.246,6549954.78,126.515479,3.99698369,6.79148757,7.16465565
874475.246,6549954.78,126.353786,3.79961597,6.91456461,7.5501694
874485.246,6549954.78,126.205677,3.72885047,7.44371461,8.00174786
874495.246,6549954.78,126.072251,3.8623662,7.55832799,7.97482735
874505.246,6549954.78,125.964034,3.60128238,7.51942746,8.18833025
874515.246,6549954.78,125.878302,3.53509439,8.02851838,8.84931451
874525.246,6549954.78,125.813237,3.48068809,7.79318785,8.22402707
874535.246,6549954.78,125.750208,3.46007408,8.04089182,7.15341597
874545.246,6549954.78,125.686521,3.50668098,8.46626971,8.19529329
874555.246,6549954.78,125.624196,3.41757078,8.77739793,8.52881133
874565.246,6549954.78,125.559196,3.07729203,8.82024811,9.35087573
874575.246,6549954.78,125.500039,3.49348568,10.0333044,10.160219
874585.246,6549954.78,125.464193,4.71278958,11.0976126,11.7681885
874595.246,6549954.78,125.432832,5.46284655,11.8526326,12.6545901
874605.246,6549954.78,125.416257,4.71514656,11.684346,12.0729812
874615.246,6549954.78,125.394532,4.15573788,10.2942965,11.0871857
874625.246,6549954.78,125.358477,3.93015946,9.7224729,9.72383414
874635.246,6549954.78,125.360045,3.53994079,8.8343718,8.20570792
874645.246,6549954.78,125.375272,3.15141009,7.51341433,7.64544465
874655.246,6549954.78,125.351312,3.08459386,7.76999872,7.81441418
874665.246,6549954.78,125.323547,3.06338343,8.81857242,8.63401816
874675.246,6549954.78,125.30474,3.43944458,9.13259608,6.59162563
874685.246,6549954.78,125.304069,3.90750866,8.99797903,8.39519904
874695.246,6549954.78,125.321532,3.89592058,8.05795659,8.48177717
874705.246,6549954.78,125.351312,4.10333476,8.12081079,8.46584641
874715.246,6549954.78,125.343475,4.30109654,8.00582979,8.05272062
874725.246,6549954.78,125.272504,4.25612874,7.06780525,7.13148865
874735.246,6549954.78,125.188574,3.70817559,6.70544579,6.83570766
874745.246,6549954.78,125.115634,3.87528807,6.35956513,6.67060126
874755.246,6549954.78,125.008276,4.38381785,5.88831571,6.57214327
874765.246,6549954.78,124.859393,5.26731108,6.47151345,7.16050135
874775.246,6549954.78,124.749018,6.74101158,7.0500168,7.73271477
874785.246,6549954.78,124.666157,7.91349872,7.42579686,7.99718816
874795.246,6549954.78,124.619044,9.01256757,8.30692912,8.27459519
874805.246,6549954.78,124.586449,9.32128039,8.47101215,8.27980982
874815.246,6549954.78,124.540913,9.20466113,9.13634121,9.17506979
874825.246,6549954.78,124.502972,9.34704266,9.65156424,9.56996932
874835.246,6549954.78,124.441387,9.22327333,10.7614467,10.3542804
874845.246,6549954.78,124.477756,9.20061197,12.0676703,11.2227167
874855.246,6549954.78,124.476864,7.74897053,12.3739072,11.6717338
874865.246,6549954.78,124.412162,8.3946114,11.1153829,11.1839532
874875.246,6549954.78,124.358406,10.1540232,10.5703192,10.3050081
874885.246,6549954.78,124.374018,10.5583815,10.4880866,11.6831777
874895.246,6549954.78,124.361305,10.574231,10.7519808,10.2687982
874905.246,6549954.78,124.319155,10.7110937,10.9345773,9.42334386
874915.246,6549954.78,124.297525,10.448203,10.4196141,9.98196535
874925.246,6549954.78,124.279465,10.6388245,10.6298917,10.1479326
874935.246,6549954.78,124.254048,11.1541319,10.835524,10.3043898
874945.246,6549954.78,124.268094,11.4623758,10.3547981,10.2848301
874955.246,6549954.78,124.26252,11.3948329,9.9086687,10.1695707
874965.246,6549954.78,124.261628,11.3507066,9.81046821,10.0242785
874975.246,6549954.78,124.268986,11.4450806,9.94639327,9.74271669
874985.246,6549954.78,124.25873,11.4622612,9.61063214,9.26162945
874995.246,6549954.78,124.262743,11.4685671,9.41533742,9.07932636
875005.246,6549954.78,124.271884,10.9586599,8.5637656,8.9378047
875015.246,6549954.78,124.298863,10.1313036,7.65661515,8.63626329
875025.246,6549954.78,124.322723,9.31364007,7.34250452,8.29190718
875035.246,6549954.78,124.355952,8.88238409,7.8960292,7.96725487
875045.246,6549954.78,124.371342,9.82214961,7.49930238,7.83475809
875055.246,6549954.78,124.390524,10.0934833,7.50020235,7.95221097
875065.246,6549954.78,124.35729,10.4427713,8.07941929,8.33847212
875075.246,6549954.78,124.364204,10.4220109,8.10588224,9.22235105
875085.246,6549954.78,124.359521,10.4143014,9.51081907,11.6624001
875095.246,6549954.78,124.358629,11.2609389,10.6710023,12.6289273
875105.246,6549954.78,124.327183,9.87957999,9.98256429,10.1980854
875115.246,6549954.78,124.341679,9.03575966,8.81627989,8.49459433
875125.246,6549954.78,124.406808,6.59544989,7.3500712,7.23333354
875135.246,6549954.78,124.531316,4.77097172,6.13733126,5.98167124
875145.246,6549954.78,124.726681,3.83638302,5.78958145,5.42913597
875155.246,6549954.78,124.97809,3.09782422,6.0202573,5.73954535
875165.246,6549954.78,125.246315,2.07667904,6.27422518,6.14420893
875175.246,6549954.78,125.448512,1.91605809,6.32177485,5.64398288
875185.246,6549954.78,125.557628,2.07713595,6.12782577,5.15681943
875195.246,6549954.78,125.549112,2.49827377,5.65149437,4.93814621
875205.246,6549954.78,125.406626,2.80403654,5.71766211,4.63339565
875215.246,6549954.78,125.175595,2.45530257,6.27008556,5.29916892
875225.246,6549954.78,124.966017,2.18890189,7.21419058,7.03790119
875235.246,6549954.78,124.791018,1.96560483,8.04338488,8.10993619
874365.246,6549944.78,127.093381,2.83652582,8.70510818,9.9068853
874375.246,6549944.78,127.087969,1.77825047,7.58998792,9.41157204
874385.246,6549944.78,127.017183,1.706663,6.91069354,7.76269836
874395.246,6549944.78,126.962641,2.46472441,7.08507175,7.2365169
874405.246,6549944.78,126.932445,3.10033447,6.32734046,6.59281223
874415.246,6549944.78,126.883328,3.17081927,5.81633303,6.50031086
874425.246,6549944.78,126.853367,3.46700116,5.90016313,6.67120164
874435.246,6549944.78,126.790978,3.57616143,5.52652927,6.25417975
874445.246,6549944.78,126.703614,3.77817089,5.46038882,6.03279247
874455.246,6549944.78,126.554175,3.94531974,5.73564379,6.21173348
874465.246,6549944.78,126.407747,3.89475198,6.44046022,7.65416543
874475.246,6549944.78,126.265,3.69850987,6.4456791,7.3007713
874485.246,6549944.78,126.143672,3.5681598,6.96069969,7.60723676
874495.246,6549944.78,126.000176,3.75478115,8.09761845,8.11610208
874505.246,6549944.78,125.877629,3.822788,8.33738818,8.47804601
874515.246,6549944.78,125.791926,3.72467649,8.388905,8.69692922
874525.246,6549944.78,125.719932,3.7382964,7.83444471,8.18620156
874535.246,6549944.78,125.62442,3.81705812,8.24312896,7.81965159
874545.246,6549944.78,125.566144,3.8422956,8.98997439,8.62676863
874555.246,6549944.78,125.52984,3.82975181,9.09641154,8.80324145
874565.246,6549944.78,125.493766,3.66529931,9.73628862,9.55897018
874575.246,6549944.78,125.458817,4.05422684,11.4832563,11.1523473
874585.246,6549944.78,125.429472,4.72997539,12.4288452,12.8251745
874595.246,6549944.78,125.403491,5.50661447,12.1615581,13.4224677
874605.246,6549944.78,125.402147,4.78927958,11.9585918,12.2210515
874615.246,6549944.78,125.379079,3.86116905,10.8615605,10.7177367
874625.246,6549944.78,125.338996,3.50629526,10.039527,9.31960271
874635.246,6549944.78,125.338996,3.37063111,8.82704232,8.30543401
874645.246,6549944.78,125.347729,3.15068535,7.92846938,7.84487145
874655.246,6549944.78,125.316382,3.17097782,7.85790475,8.02723392
874665.246,6549944.78,125.291532,3.26745044,8.6817229,8.85267789
874675.246,6549944.78,125.271161,3.75418043,9.05991737,9.72227846
874685.246,6549944.78,125.288846,3.8503729,8.26029251,6.80079828
874695.246,6549944.78,125.325338,4.06132794,7.46533272,6.22230241
874705.246,6549944.78,125.394084,4.41876392,7.3598533,7.422456
874715.246,6549944.78,125.381767,4.35380424,7.0239097,7.07763633
874725.246,6549944.78,125.310338,3.60481337,6.22902612,6.4507732
874735.246,6549944.78,125.219681,3.98827976,6.40680047,6.62155343
874745.246,6549944.78,125.137782,3.37005815,6.63640234,6.62446756
874755.246,6549944.78,125.022811,3.49121565,5.8004761,6.12004837
874765.246,6549944.78,124.859617,4.1575668,6.06018301,6.98133389
874775.246,6549944.78,124.726904,5.96780985,6.92951621,7.74687859
874785.246,6549944.78,124.638022,7.01239993,7.87513242,8.1528699
874795.246,6549944.78,124.581315,8.68085477,9.05810557,8.55837213
874805.246,6549944.78,124.542922,9.66015796,8.94791013,8.91700386
874815.246,6549944.78,124.475748,9.5493205,8.7751161,9.6025626
874825.246,6549944.78,124.413054,9.38506879,9.90569654,10.1193557
874835.246,6549944.78,124.381602,8.50870707,11.0194291,10.588304
874845.246,6549944.78,124.43224,8.47490971,11.9314766,10.9851021
874855.246,6549944.78,124.438041,5.77033421,11.0383989,10.9047666
874865.246,6549944.78,124.401455,7.09052936,11.2832576,11.6012169
874875.246,6549944.78,124.378702,10.6073802,12.3985558,11.8611695
874885.246,6549944.78,124.395878,10.9977422,11.7481996,11.9674444
874895.246,6549944.78,124.391863,10.6896929,11.7316463,10.708095
874905.246,6549944.78,124.36242,10.1296828,11.1829467,9.24811734
874915.246,6549944.78,124.335657,10.1791346,10.5036204,9.93665058
874925.246,6549944.78,124.318486,10.1605238,10.4514424,10.0922722
874935.246,6549944.78,124.3225,10.0499735,10.0784552,10.1248217
874945.246,6549944.78,124.324507,10.5377073,9.74836911,9.72636267
874955.246,6549944.78,124.325622,10.3344193,9.78851735,9.49162661
874965.246,6549944.78,124.333873,10.7367238,10.2159477,9.51253117
874975.246,6549944.78,124.383833,10.7289962,9.75285439,8.75688283
874985.246,6549944.78,124.376472,10.9546059,8.63030633,7.65370619
874995.246,6549944.78,124.378033,10.7989618,8.93342625,7.82199784
875005.246,6549944.78,124.399224,10.794859,8.2102223,7.93552885
875015.246,6549944.78,124.427555,9.2993081,7.75587019,7.88064694
875025.246,6549944.78,124.449642,8.02811696,6.75829068,7.68676486
875035.246,6549944.78,124.494939,5.92653663,6.56761006,7.40584831
875045.246,6549944.78,124.525959,5.83678423,6.61738317,7.34162347
875055.246,6549944.78,124.542252,7.46122791,6.23644308,7.47728681
875065.246,6549944.78,124.501187,7.74323842,6.40724896,8.08540027
875075.246,6549944.78,124.515247,8.13845208,7.50883254,9.17506979
875085.246,6549944.78,124.484897,10.2776332,9.10842674,12.2227626
875095.246,6549944.78,124.489137,10.0709999,9.63863981,13.3006113
875105.246,6549944.78,124.455667,9.38591349,9.58615625,9.90292334
875115.246,6549944.78,124.479765,7.67378519,8.99276172,8.48618884
875125.246,6549944.78,124.555867,5.17231312,7.1217252,7.30099033
875135.246,6549944.78,124.666604,3.73093921,5.73759424,6.76579655
875145.246,6549944.78,124.834812,2.86489013,5.38361456,6.33569807
875155.246,6549944.78,125.05345,2.5978911,5.66949472,6.16784805
875165.246,6549944.78,125.283697,2.43237951,5.84811858,6.12506887
875175.246,6549944.78,125.497575,2.63926376,5.80610529,5.80389939
875185.246,6549944.78,125.561661,2.66805569,5.65443391,5.52641874
875195.246,6549944.78,125.524462,2.75453873,5.24969511,5.51929426
875205.246,6549944.78,125.37057,2.9307548,5.49204126,5.8278025
875215.246,6549944.78,125.129281,2.93312967,5.85842034,5.96757114
875225.246,6549944.78,124.953273,3.39845189,6.46465729,6.81932164
875235.246,6549944.78,124.764432,3.72672563,7.80051689,7.57270246
875245.246,6549944.78,124.604309,3.78940873,9.02844366,7.24281541
875255.246,6549944.78,124.487575,4.75748896,9.12866991,5.84893738
875265.246,6549944.78,124.442057,5.76283764,10.3812366,6.90944972
875275.246,6549944.78,124.46593,5.25946863,11.2386643,6.77100822
875285.246,6549944.78,124.5148,3.68168306,9.83354992,5.65251173
874365.246,6549934.78,127.049417,2.44501192,10.2520737,10.3617382
874375.246,6549934.78,127.015605,1.6160744,8.65649581,9.64625734
874385.246,6549934.78,126.924333,1.74060021,7.76588171,8.34598012
874395.246,6549934.78,126.861251,3.01711175,7.46936508,8.01047452
874405.246,6549934.78,126.771611,3.38745872,6.97561154,7.09123844
874415.246,6549934.78,126.684254,3.52158087,6.29546794,6.48096877
874425.246,6549934.78,126.637211,3.66379685,5.90211051,6.73501475
874435.246,6549934.78,126.576,3.81122249,5.52558984,6.67046785
874445.246,6549934.78,126.485112,3.80330338,5.60657491,6.15620182
874455.246,6549934.78,126.341871,3.86406601,5.70669473,6.47216064
874465.246,6549934.78,126.194443,3.70209916,6.67460482,7.41637208
874475.246,6549934.78,126.083255,3.38590085,7.05714092,7.09478495
874485.246,6549934.78,125.993666,3.21378702,7.18984778,7.85971228
874495.246,6549934.78,125.887727,3.24667047,8.30792601,9.54006215
874505.246,6549934.78,125.788786,3.49481346,8.18530112,9.01797673
874515.246,6549934.78,125.733387,3.81785979,8.29439512,9.28406974
874525.246,6549934.78,125.679122,3.90403253,8.65727493,9.27089571
874535.246,6549934.78,125.60178,3.86650114,9.29605392,9.98206517
874545.246,6549934.78,125.57085,3.86082156,9.22133665,9.24303227
874555.246,6549934.78,125.539476,3.46107765,9.1204578,9.13497086
874565.246,6549934.78,125.508553,3.41866458,9.25857362,9.69819708
874575.246,6549934.78,125.474498,4.27387111,10.238038,11.1694235
874585.246,6549934.78,125.444256,5.04168323,11.2598128,12.1655721
874595.246,6549934.78,125.400355,5.61948487,11.3482097,12.6405513
874605.246,6549934.78,125.357582,4.93592455,11.6168891,11.8450493
874615.246,6549934.78,125.336309,3.54001159,10.2442851,10.0497725
874625.246,6549934.78,125.319741,2.94462066,9.4828035,8.50632496
874635.246,6549934.78,125.334294,2.97674374,8.57833638,8.09859022
874645.246,6549934.78,125.336757,3.14602578,8.2218891,7.79474665
874655.246,6549934.78,125.316159,3.58067024,8.02169704,8.21638228
874665.246,6549934.78,125.302949,3.74810358,8.59001086,8.80227314
874675.246,6549934.78,125.28795,3.829905,8.79453055,8.79611371
874685.246,6549934.78,125.30989,3.75297928,7.60716069,7.3254164
874695.246,6549934.78,125.381319,3.78270741,7.34448727,6.88303714
874705.246,6549934.78,125.438432,3.94626673,6.83454569,6.91615514
874715.246,6549934.78,125.439104,3.55000851,6.30101039,6.51065457
874725.246,6549934.78,125.389605,2.69551694,5.68442512,6.05128109
874735.246,6549934.78,125.285935,3.48573874,6.23613126,6.20223679
874745.246,6549934.78,125.175372,3.16049923,5.57420664,5.93466155
874755.246,6549934.78,125.021022,3.17094611,5.48452231,6.08483737
874765.246,6549934.78,124.849784,3.91568389,5.94214393,7.21087281
874775.246,6549934.78,124.723107,5.79659108,6.9513786,7.91104592
874785.246,6549934.78,124.63378,7.4449057,8.07247398,8.54212666
874795.246,6549934.78,124.558323,7.60944318,8.05650629,8.69971268
874805.246,6549934.78,124.514354,8.31748562,8.38815004,9.22078339
874815.246,6549934.78,124.427109,9.17947488,9.42513446,9.93983082
874825.246,6549934.78,124.340118,8.98530082,9.63314735,10.4828438
874835.246,6549934.78,124.339895,8.68337259,10.71913,10.8553712
874845.246,6549934.78,124.397216,8.15931321,11.4793527,10.9691852
874855.246,6549934.78,124.366435,4.19330833,10.3913112,10.6012297
874865.246,6549934.78,124.344801,8.21876537,11.6158437,12.0577789
874875.246,6549934.78,124.332312,11.9986003,11.5643837,11.8506178
874885.246,6549934.78,124.337218,11.648996,11.3143293,10.6456355
874895.246,6549934.78,124.337664,11.2789708,11.233945,9.88066681
874905.246,6549934.78,124.358629,10.8932137,10.8776475,9.85412353
874915.246,6549934.78,124.343463,10.6352079,10.3869478,9.77589831
874925.246,6549934.78,124.347254,10.7279233,9.75314698,9.85501044
874935.246,6549934.78,124.37045,9.63276203,9.26005511,9.67243415
874945.246,6549934.78,124.377141,9.37868911,8.75749583,9.3503147
874955.246,6549934.78,124.38071,7.88655965,10.039527,9.36275889
874965.246,6549934.78,124.415285,8.88700413,10.2113516,9.20733087
874975.246,6549934.78,124.467715,8.91869825,9.68230507,8.20283643
874985.246,6549934.78,124.463699,8.88913727,9.58500598,7.40118409
874995.246,6549934.78,124.475971,8.85675106,9.20963299,6.95402063
875005.246,6549934.78,124.523504,9.41665566,8.02298061,6.37561145
875015.246,6549934.78,124.557207,7.52807978,8.23439587,6.86468395
875025.246,6549934.78,124.581538,5.99940321,6.54420549,6.98915736
875035.246,6549934.78,124.652536,4.54587396,5.62325119,6.78931464
875045.246,6549934.78,124.71663,4.59597077,5.85104337,6.82682702
875055.246,6549934.78,124.715066,5.40540836,6.25349183,7.01050683
875065.246,6549934.78,124.628644,5.72555793,6.3255058,7.55938623
875075.246,6549934.78,124.599844,6.67901152,7.2508594,8.54588602
875085.246,6549934.78,124.561894,9.13698078,8.89598454,9.8957958
875095.246,6549934.78,124.536449,9.12465417,9.02907567,10.5439264
875105.246,6549934.78,124.494269,8.39679428,8.65961271,10.0036497
875115.246,6549934.78,124.533771,5.46333823,8.43011151,8.75793372
875125.246,6549934.78,124.643827,3.63823982,7.11802287,7.47272705
875135.246,6549934.78,124.795933,2.6528645,5.69711553,6.70397075
875145.246,6549934.78,124.991729,2.46186699,5.14677343,6.33234104
875155.246,6549934.78,125.236019,2.64124395,5.22090104,6.35733968
875165.246,6549934.78,125.448736,2.84484903,5.86088139,6.16525809
875175.246,6549934.78,125.602228,3.09590416,5.80244859,5.95261132
875185.246,6549934.78,125.654908,2.93060826,5.5582316,5.8119143
875195.246,6549934.78,125.558972,3.24878149,5.23449304,5.92203417
875205.246,6549934.78,125.315935,3.47345578,5.21479616,5.71977804
875215.246,6549934.78,125.032428,2.93213258,5.54141565,5.87696222
875225.246,6549934.78,124.818053,3.11740212,5.87414196,6.30340523
875235.246,6549934.78,124.610783,3.44223166,6.38997273,6.84446297
875245.246,6549934.78,124.470393,4.42871733,8.61866327,8.02916068
875255.246,6549934.78,124.388517,7.92537787,9.53710519,8.8858489
875265.246,6549934.78,124.355283,9.80066264,10.6951461,10.5752884
875275.246,6549934.78,124.407701,9.85944619,11.6064386,10.0181655
875285.246,6549934.78,124.454105,8.57962323,10.4030601,7.00125907
875295.246,6549934.78,124.567251,6.74701375,8.36461242,6.04190887
875305.246,6549934.78,124.692062,4.00686845,6.60026632,4.3293179
875315.246,6549934.78,124.843974,2.69616394,5.89479643,3.80242872
875325.246,6549934.78,125.026837,2.33658392,5.71646153,4.18058003
875335.246,6549934.78,125.230647,1.97701869,6.00018319,4.77173514
874365.246,6549924.78,126.981797,2.64481204,10.4741467,9.79537171
874375.246,6549924.78,126.894818,1.65595851,9.4495772,9.32454341
874385.246,6549924.78,126.803139,1.93363181,7.8280231,9.16809938
874395.246,6549924.78,126.7214,3.01795666,7.27722785,8.48831066
874405.246,6549924.78,126.617631,3.3327907,7.1691708,7.30997607
874415.246,6549924.78,126.518179,3.59628008,6.82389211,6.60548259
874425.246,6549924.78,126.444178,3.59369169,6.31457214,6.77513979
874435.246,6549924.78,126.373571,3.64913444,6.12206832,6.94887656
874445.246,6549924.78,126.278709,3.7070633,6.50961295,6.58642031
874455.246,6549924.78,126.139629,3.7556824,6.92910045,6.85802843
874465.246,6549924.78,125.998156,3.60813133,7.07134003,7.25644471
874475.246,6549924.78,125.907924,3.28333607,7.42223333,7.75005546
874485.246,6549924.78,125.825351,3.2300577,7.87221916,8.50198784
874495.246,6549924.78,125.729351,3.27062141,8.67243843,9.88768457
874505.246,6549924.78,125.651321,3.39970954,9.20880416,10.3523133
874515.246,6549924.78,125.611194,3.9951455,9.01437026,10.978513
874525.246,6549924.78,125.585194,4.21302114,10.2160499,10.6424423
874535.246,6549924.78,125.551801,3.44546888,10.278661,10.355523
874545.246,6549924.78,125.53477,3.34484381,9.93367003,10.5270696
874555.246,6549924.78,125.521325,3.13114891,9.68947263,10.3923504
874565.246,6549924.78,125.508105,3.3662858,9.40047293,9.9829636
874575.246,6549924.78,125.476291,4.24618104,9.78010285,9.38000222
874585.246,6549924.78,125.460385,4.84821211,10.0683818,10.9376394
874595.246,6549924.78,125.441568,4.47398719,10.397028,10.9445323
874605.246,6549924.78,125.386694,3.7261294,10.0383223,10.3113992
874615.246,6549924.78,125.348625,3.63900394,8.91388345,8.91637969
874625.246,6549924.78,125.325786,2.96690701,8.34464487,8.19463769
874635.246,6549924.78,125.323099,3.09324283,7.91421097,7.83765749
874645.246,6549924.78,125.328473,3.04222757,7.94593121,7.33179229
874655.246,6549924.78,125.337205,3.24443104,7.62216157,7.64322779
874665.246,6549924.78,125.32601,3.73433591,8.01119549,8.38840169
874675.246,6549924.78,125.333399,3.78497772,8.06698656,8.28444782
874685.246,6549924.78,125.370794,3.73556844,7.35764567,7.47549247
874695.246,6549924.78,125.420289,3.64184347,7.03867541,6.92826901
874705.246,6549924.78,125.474722,3.34668398,6.66833364,6.64742791
874715.246,6549924.78,125.499815,2.69150361,5.98203015,6.19170195
874725.246,6549924.78,125.483236,2.29421331,5.32445309,5.87608075
874735.246,6549924.78,125.390501,2.81933206,5.57459685,5.94018335
874745.246,6549924.78,125.251911,2.877322,5.19938318,5.63608683
874755.246,6549924.78,125.07358,2.89539053,5.48309652,6.38186261
874765.246,6549924.78,124.896047,3.99762326,6.38116064,7.42832206
874775.246,6549924.78,124.775825,5.34397629,7.38787394,7.91539819
874785.246,6549924.78,124.677099,6.20651781,8.65407233,8.75093017
874795.246,6549924.78,124.621723,6.81223323,7.41548217,8.67573458
874805.246,6549924.78,124.54493,7.92728019,8.31615493,9.16113427
874815.246,6549924.78,124.440049,8.97398647,8.82977912,9.78871313
874825.246,6549924.78,124.372234,8.49408467,9.08522984,10.5546867
874835.246,6549924.78,124.358629,8.16461849,10.1907455,11.1482217
874845.246,6549924.78,124.353053,7.81183585,10.8263178,11.5898533
874855.246,6549924.78,124.343017,4.32412583,11.8420884,11.8340385
874865.246,6549924.78,124.342571,4.11241316,12.1398084,12.280836
874875.246,6549924.78,124.316702,10.9312974,11.5524785,11.8179552
874885.246,6549924.78,124.322277,11.4217565,10.9915852,10.7117364
874895.246,6549924.78,124.303769,11.421528,9.83640206,9.77873373
874905.246,6549924.78,124.32919,11.0780979,9.424192,9.41872755
874915.246,6549924.78,124.335657,10.9288928,8.5927601,9.36809718
874925.246,6549924.78,124.348592,11.5076266,8.62840787,9.0811424
874935.246,6549924.78,124.411939,10.8513555,8.25872321,8.93476637
874945.246,6549924.78,124.420862,10.7166649,8.03381895,9.04796617
874955.246,6549924.78,124.424209,10.6446775,8.89509499,9.38319197
874965.246,6549924.78,124.470839,10.483997,9.25329774,9.24617544
874975.246,6549924.78,124.495831,9.19978395,9.25292761,8.10183031
874985.246,6549924.78,124.510337,8.13202524,10.4938566,7.69145521
874995.246,6549924.78,124.538681,5.93080527,9.90648903,6.57385225
875005.246,6549924.78,124.601183,6.96508632,8.39872577,5.44239924
875015.246,6549924.78,124.675313,6.28420913,8.3773363,6.24124699
875025.246,6549924.78,124.743657,5.60702345,7.40074004,6.57109181
875035.246,6549924.78,124.828108,4.23985894,6.12353779,6.44696837
875045.246,6549924.78,124.885542,3.75046563,5.77922737,6.43016372
875055.246,6549924.78,124.877049,3.8595477,5.95445691,6.4873881
875065.246,6549924.78,124.801519,4.81333408,6.01712758,6.69291832
875075.246,6549924.78,124.7412,6.51039415,7.00994602,7.7837638
875085.246,6549924.78,124.702336,8.17213339,8.38513085,8.93146111
875095.246,6549924.78,124.663254,8.72768363,8.61202946,9.8765178
875105.246,6549924.78,124.613685,7.97769881,9.08977359,10.1540232
875115.246,6549924.78,124.62016,5.21422256,7.97706062,8.75259301
875125.246,6549924.78,124.695189,3.62890155,6.74748606,7.40577425
875135.246,6549924.78,124.824086,3.00936773,5.81575143,6.58121909
875145.246,6549924.78,125.040031,2.71038313,5.4620818,6.06909803
875155.246,6549924.78,125.253701,2.61614013,5.32381419,6.28144469
875165.246,6549924.78,125.473826,2.72901299,5.61195981,6.11490969
875175.246,6549924.78,125.612763,2.77208571,5.7360453,6.11643861
875185.246,6549924.78,125.669705,2.84817945,5.55506431,5.93436482
875195.246,6549924.78,125.602677,2.87706305,5.42794169,5.98508176
875205.246,6549924.78,125.370122,2.6067911,5.81150748,5.91676591
875215.246,6549924.78,125.093935,2.59669634,5.90104822,6.16014305
875225.246,6549924.78,124.845761,2.97614846,6.03743951,6.44941868
875235.246,6549924.78,124.604085,3.6649328,6.59287816,7.12920694
875245.246,6549924.78,124.430455,4.828858,8.19676857,7.84698985
875255.246,6549924.78,124.330528,7.19121398,8.44344162,7.7296996
875265.246,6549924.78,124.305999,9.34694919,10.6512792,10.5007848
875275.246,6549924.78,124.345024,9.73093513,11.5641524,11.6961532
875285.246,6549924.78,124.386955,9.69567587,10.3814442,10.1577809
875295.246,6549924.78,124.497393,7.58983612,8.79180467,9.49200628
875305.246,6549924.78,124.617927,4.99231635,6.61156243,6.86914744
875315.246,6549924.78,124.78007,3.58482622,5.68664248,5.25584084
875325.246,6549924.78,125.001791,3.41955354,5.22847684,4.97721252
875335.246,6549924.78,125.232214,3.31371528,5.12356251,4.91332057
875345.246,6549924.78,125.536114,3.29254229,5.00046046,5.0935753
875355.246,6549924.78,125.737424,2.61389122,6.01141403,5.41141169
875365.246,6549924.78,125.752899,2.30202691,6.63547331,5.51383286
875375.246,6549924.78,125.756263,2.27422651,7.03966089,5.58927733
875385.246,6549924.78,125.71298,2.41879625,7.55296348,5.96518459
874365.246,6549914.78,126.973683,2.41509832,9.72062581,9.84811435
874375.246,6549914.78,126.875218,1.79377081,8.94030764,9.45846398
874385.246,6549914.78,126.743239,2.39207215,8.1674766,9.05439251
874395.246,6549914.78,126.643288,3.10688308,8.24181016,8.71146522
874405.246,6549914.78,126.519529,3.25850988,7.86608122,7.77155288
874415.246,6549914.78,126.403025,3.57076551,7.74997796,7.62620239
874425.246,6549914.78,126.296914,3.6636503,7.24643773,7.16888404
874435.246,6549914.78,126.211743,3.449192,6.7201468,7.03635303
874445.246,6549914.78,126.092462,3.5261619,7.41288721,7.17426272
874455.246,6549914.78,125.96583,3.57448103,7.8067598,7.4731007
874465.246,6549914.78,125.85564,3.33525787,7.88088337,8.32380931
874475.246,6549914.78,125.785646,3.26310762,8.17254201,9.17112535
874485.246,6549914.78,125.727332,3.35952636,8.89740801,9.69858501
874495.246,6549914.78,125.630921,3.38035252,9.85146328,10.4636778
874505.246,6549914.78,125.578246,3.49918471,10.8839584,11.3823055
874515.246,6549914.78,125.532305,4.17097574,10.7030634,12.0250263
874525.246,6549914.78,125.499591,4.5921577,11.5400085,11.6625167
874535.246,6549914.78,125.464865,4.1315391,10.9814776,11.2013018
874545.246,6549914.78,125.447616,4.14843021,10.0442467,10.7460689
874555.246,6549914.78,125.440224,3.59592047,9.94281321,10.9720376
874565.246,6549914.78,125.423201,3.07461595,9.59843438,10.7137718
874575.246,6549914.78,125.401923,3.05371841,9.83187836,9.39427067
874585.246,6549914.78,125.392516,3.89853172,9.85639024,10.3993156
874595.246,6549914.78,125.375944,4.2559585,9.96670462,10.3076877
874605.246,6549914.78,125.349968,3.53841894,9.16727429,9.35461683
874615.246,6549914.78,125.332951,3.22589361,8.00390862,8.42042246
874625.246,6549914.78,125.326234,3.12314342,7.77256325,7.83679539
874635.246,6549914.78,125.334966,3.24770957,7.37591528,7.41318373
874645.246,6549914.78,125.339444,3.31557148,7.40821856,7.03318738
874655.246,6549914.78,125.363628,3.58493377,7.03431278,7.34691135
874665.246,6549914.78,125.344818,3.85572864,7.94481886,8.64870847
874675.246,6549914.78,125.350416,3.66123309,7.85963368,7.90543107
874685.246,6549914.78,125.387813,3.66698574,7.0932952,6.98119426
